Movie_Title,Distributor,Release_Date,Nationality,Director,Actors,Screens,Cumulative_Audience,Genre
Movie_Title,Distributor,Release_Date,Nationality,Director,Actors,Screens,Cumulative_Audience,Genre
혹성탈출: 새로운 시대,월트디즈니컴퍼니코리아 유한책임회사,2024-05-08,미국,웨스 볼,"오웬 티그,프레이아 앨런,케빈 두런드,윌리엄 H. 머시",1184.0,874359.0,"액션,SF"
인디아나 존스: 운명의 다이얼,월트디즈니컴퍼니코리아 유한책임회사,2023-06-28,미국,제임스 맨골드,"해리슨 포드,안토니오 반데라스,존 라이스 데이비스,매즈 미켈슨",1268.0,860470.0,"어드벤처,액션"
극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,(주)씨제이이엔엠,2022-09-28,일본,타카하시 와타루,,873.0,837755.0,애니메이션
장화신은 고양이: 끝내주는 모험,유니버설픽쳐스인터내셔널 코리아(유),2023-01-04,미국,조엘 크로포드,"안토니오 반데라스,셀마 헤이엑,올리비아 콜맨,하비 길렌,샘슨 카요,와그너 모라,안토니 멘데즈,존 멀레이니,플로렌스 퓨,더바인 조이 랜돌프,레이 윈스톤",924.0,836987.0,애니메이션
명탐정코난: 흑철의 어영,(주)씨제이이엔엠,2023-07-20,일본,타치카와 유즈루,,1030.0,801511.0,애니메이션
블랙 아담,워너브러더스 코리아(주),2022-10-19,미국,자움 콜렛 세라,"드웨인 존슨,노아 센티네오,피어스 브로스넌,퀸테사 스윈들,알디스 호지,사라 샤이",1524.0,779485.0,"액션,어드벤처,SF"
트랜스포머: 비스트의 서막,롯데컬처웍스(주)롯데엔터테인먼트,2023-06-06,미국,스티븐 카플 주니어,"안소니 라모스,피터 딘클리지",1123.0,769993.0,액션
대외비,플러스엠 엔터테인먼트,2023-03-01,한국,이원태,"조진웅,이성민,김무열,원현준,김민재,유승목,김윤성,박세진,손여은,이상원,박정표,박상원,허지원,정기섭,박기선,한갑수,문정대,박상규,손성찬,엄옥란,박재원,양정인,곽진,이상협,권혁성,우수빈,김제형,김수환,문순주,최병윤,김성곤,박시완,최현도,여이레,정소리,윤도영,김진,문지영,허민아,김형명,이원진,정조준,최동구,이형원,김민준,이정우,유상재,양택호,이태일,김미현,임종훈,김탁,이유주,송용환,김가은,조영진,최민철",1157.0,756355.0,"범죄,드라마"
자백,롯데컬처웍스(주)롯데엔터테인먼트,2022-10-26,한국,윤종석,"김도형,소지섭,김윤진,나나,최광일,박현숙,홍서준,박미현,서영주,황선희,한갑수,김용호,이강진,정청민,박지열,안문주,배재완,조진결,유건우,김관수,안애경,이동규,마정필,원동연,신훈희,김빛나래,백승훈,정윤하,이민식,이승현,김경석,오지영,진범일,김제형,최일순,한동원,유인혜,김시우,선율우,이재경,안세진,홍달표,박시현,문헌주,김흥태",1115.0,738154.0,"범죄,스릴러"
그녀가 죽었다,"(주)콘텐츠지오,(주)아티스트스튜디오,(주)무빙픽쳐스컴퍼니",2024-05-15,한국,김세휘,"변요한,신혜선,이엘",1008.0,736258.0,"미스터리,스릴러"
극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,(주)씨제이이엔엠,2023-05-04,일본,하시모토 마사카즈,,844.0,732188.0,애니메이션
프레디의 피자가게,유니버설픽쳐스인터내셔널 코리아(유),2023-11-15,미국,엠마 타미,"조쉬 허처슨,엘리자베스 라일,캣 코너 스털링,파이퍼 루비오,메리 스튜어트 매스터슨,매튜 릴라드",1041.0,712361.0,"공포(호러),스릴러"
리바운드,(주)바른손이앤에이,2023-04-05,한국,장항준,"홍성우,나현우,김영훈,배진완,안재홍,이신영,정진운,정건주,김민,안지호,이준혁,김회진,김수진,강애심,민무제,최정윤,배성일,강신철,유인혜,송창규,이상원,이태영,백도겸,오현수,서자영,정서인,전영,윤인조,김용현,조준기,양한열,송예슬,김희상,변진수,유순웅,박경관,장준혁,정승원,김정한,이진혁,박시환,이남우,김방선,이형석,이은주,김종은,노경,유인혁,정윤호,한주희,백재민,이순원,성도현,정대경,이준서,김서원,김병준,조윤담,현진호,이진한,안정빈,한대훈,박건우,장현성,박상면,박재민",1154.0,699723.0,드라마
더 마블스,월트디즈니컴퍼니코리아 유한책임회사,2023-11-08,미국,니아 다코스타,"브리 라슨,테요나 패리스,이만 벨라니,자웨 애쉬튼,사무엘 L. 잭슨,박서준",1532.0,690814.0,"액션,SF"
귀공자,(주)넥스트엔터테인먼트월드(NEW),2023-06-21,한국,박훈정,"정예지,김선호,강태주,김강우,고아라,손정아",966.0,682856.0,액션
유령,(주)씨제이이엔엠,2023-01-18,한국,이해영,"설경구,이하늬,박소담,박해수,서현우,김동희,김중희,고인범,조하석,서진원,유경훈,박상훈,김명선,한우열,윤정섭,손경표,김영택,김형서,박가영,금새록,공대유,김혜옥,김종수,이솜,이주영",1099.0,664146.0,"드라마,액션"
인어공주,월트디즈니컴퍼니코리아 유한책임회사,2023-05-24,미국,롭 마샬,"멜리사 맥카시,하비에르 바르뎀,아콰피나",1364.0,647706.0,"뮤지컬,가족,판타지,멜로/로맨스"
플래시,워너브러더스 코리아(주),2023-06-14,미국,안드레스 무시에티,"에즈라 밀러,마이클 키튼",1258.0,635269.0,액션
퓨리오사: 매드맥스 사가,워너브러더스 코리아(주),2024-05-22,미국,조지 밀러,"안야 테일러 조이,크리스 헴스워스,톰 버크",1442.0,613473.0,액션
압꾸정,(주)쇼박스,2022-11-30,한국,임진순,"마동석,도희원,정경호,오나라,최병모,오연서,류승수,임형준,나광훈,길해연,차우진,김찬형,한보름,김서연,남미정,박지훈,장명진,조용근,정지소,진선규,김숙,오희준,이재성,송진희,최형욱,김영미",1229.0,608639.0,"코미디,드라마"
바비,워너브러더스 코리아(주),2023-07-19,미국,그레타 거윅,"마고 로비,라이언 고슬링,아메리카 페레라,케이트 맥키넌,잇사 레이,두아 리파,시무 리우",780.0,586371.0,기타
극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,(주)넥스트엔터테인먼트월드(NEW),2022-06-01,일본,유야마 쿠니히코,"마츠모토 리카,오오타니 이쿠에,이선호,김영선",809.0,581216.0,애니메이션
남은 인생 10년,"(주)바이포엠스튜디오,(주)디스테이션",2023-05-24,일본,후지이 미치히토,"고마츠 나나,사카구치 켄타로,쿠로키 하루,마츠시게 유타카,릴리 프랭키",529.0,558330.0,멜로/로맨스
괴물,(주)넥스트엔터테인먼트월드(NEW),2023-11-29,일본,고레에다 히로카즈,"안도 사쿠라,다나카 유코,나가야마 에이타,쿠로카와 소야,히이라기 히나타",647.0,536281.0,"드라마,미스터리"
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",(주)디스테이션,2023-03-02,일본,소토자키 하루오,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",410.0,535969.0,애니메이션
3일의 휴가,(주)쇼박스,2023-12-06,한국,육상효,"김해숙,신민아,강기영,황보라,박명훈",863.0,527989.0,"판타지,드라마"
더 문,(주)씨제이이엔엠,2023-08-02,한국,김용화,"설경구,도경수,김희애,박병은,조한철,최병모,홍승희,최형욱,이성민,김래원,이이경,최정우,백승철,한수현,전신환,이상원,염지영,정윤하,심영은,박충환,백승현,조승연,이윤재,최대성,강내균,강민재,강준석,김기태,김도형,김시국,김예은,김진태,김희성,박인국,여이레,이나현,임소현,장은서,차영주,채하니,최필상,허중회,순정,황재운,황재훈,김혜원,김상호,김난영,김준범,한승엽,정지우,최혜진,신서우,이지유,박현준,김상욱,백수진,장은서,전성아,홍성오,황인성",1187.0,516556.0,"SF,액션,드라마"
고질라 X 콩: 뉴 엠파이어,워너브러더스 코리아(주),2024-03-27,미국,아담 윈가드,"댄 스티븐스,레베카 홀,브라이언 타이리 헨리",995.0,510292.0,"액션,어드벤처,SF"
극장판 하이큐!! 쓰레기장의 결전,"(주)넥스트엔터테인먼트월드(NEW),씨제이 씨지브이(CJ CGV)(주)",2024-05-15,일본,미츠나카 스스무,"무라세 아유무,이시카와 카이토,카지 유우키,나카무라 유이치",1212.0,509061.0,애니메이션
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",씨제이 씨지브이(CJ CGV)(주),2024-02-14,일본,소토자키 하루오,,393.0,497320.0,애니메이션
명탐정 코난: 할로윈의 신부,(주)씨제이이엔엠,2022-07-13,일본,미츠나카 스스무,,758.0,495842.0,애니메이션
동감,씨제이 씨지브이(CJ CGV)(주),2022-11-16,한국,서은영,"신기환,여진구,조이현,김혜윤,나인우,배인혁,노재원,남민우,신주협,여주하,임유빈,김보윤,김수혁,박지안,이지연,하동준,문창준,강동진,전윤혁,이기욱,박정환,차현주,장원석,고국희,채승우,박대영,이동현,한명환,김다영,박종희,장윤,신기환,최광균,이석엽,지성준,전준수,김시현,백길찬,김기태,이호윤,박찬혁,오승희,신기한,김용진,송우림,구금비,오상의,박준호,조태호,이주예,송채연,류인아,이지혜,이수민,윤상영,양은솔,유재명,박하선",1013.0,490145.0,멜로/로맨스
소년들,(주)씨제이이엔엠,2023-11-01,한국,정지영,"설경구,유준상,진경,허성태,염혜란,김동영,김시운,유수빈,조현도,김도엽,서인국,배유람,하도권,이호철,윤병희,이가경,조유하,정원중,박철민,박희진,한수연,이정현,이요섭,정예진,이예원,윤설,서예화,노진원,노진원,조진웅,박소이,박원상,이광연,윤진영,김재록,주부진,조정환,하정민,정형기,이서환,이승훈,이도군,리우진",1042.0,471425.0,"드라마,범죄"
늑대사냥,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)",2022-09-21,한국,김홍선,"김세중,서인국,장동윤,최귀화,성동일,박호산,정소민,고창석,장영남,손종학,이성욱,홍지윤,정문성,임주환,권오율,김문학,김찬형,정수교,심우성,정재훈,유현수,김기창,엄준기,박봉준,신성민,강신철,이승훈,박민석,안지혜,강정우,김대한,김진만,조성구,윤기창,김철윤,송지혁,손현준,양승호,전우재,김해준,지남혁,김성령,정원영,장재호,김민철,이종윤,조형래,김태준,서석규,윤돈선,최현준,김원중,이재호,조기태,박선준,정하준,서정우,황명환,구민혁,임지섭,이원행,최우빈,장솔,김재명,안현준,김선민,신동력,김현,차영주,김용훈,조연희,최상식,박승진,천재홍,유상재,장주완,강용규,황인환,이병호,이충식,이원행,최광휘,김대연,송원종,이혜미,이시안,이정우,한태양,김태윤,김민수,김정훈,정시훈,최영우,안현준,김한준,이성민,김현진,김바비,서정빈,백승익,송원종,김대근,안현준,최광휘,송지민,김민석,김도환,서정원,신승환,정성일,권율,권수현,이홍내,김강훈,전혜원,박성현",1226.0,458720.0,"액션,범죄"
뽀로로 극장판 드래곤캐슬 대모험,(주)넥스트엔터테인먼트월드(NEW),2022-07-28,한국,"강승훈,윤제완","이선,이미자,김현지,홍소영,정미숙,김서영,김환진,소연,김혜성,이장원,사문영,엄상현",748.0,451136.0,애니메이션
신비아파트 극장판 차원도깨비와 7개의 세계,(주)씨제이이엔엠,2022-12-14,한국,변영규,"김영은,김채하,신용우,조현정,양정화,강새봄,김명준,김현수,박성태,김율,강성우,유혜지,여민정,이달래,이우리,김동현,김윤기,황동현,채림,박이서",686.0,432388.0,애니메이션
타겟,플러스엠 엔터테인먼트,2023-08-30,한국,박희곤,"신혜선,김성균,임성재,강태오,임철수,이주영,금새록,노영학,김광현,조용준,최재섭,신승용,강내균,정우영,변진수,김원식,서덕인,송우림,정다온,박준희,김최용준,정재헌,민정기,신경석,이규섭,이연빈,박범수,전영,유정호,권구남,이민영,민채연,이은주,이서윤,유인서,오가빈,이혜준,김다한,지다연,최명빈,한이원,이육헌",986.0,424916.0,스릴러
스위치,롯데컬처웍스(주)롯데엔터테인먼트,2023-01-04,한국,마대윤,"권상우,오정세,이민정,박소이,김준,김미경,김명선,이서환,차시원,성병숙,김승훈,윤대열,민태율,이가경,이세인,정형석,황병국,문정대,고기영,김용우,황사무엘,손석배,노경섭,이주한,백경선,김희정,이윤규,이현지,김진우,유재명,황승언,송영재,이지훈",912.0,422417.0,기타
놉,유니버설픽쳐스인터내셔널 코리아(유),2022-08-17,미국,조던 필,"다니엘 칼루야,키키 팰머,스티븐 연,마이클 윈콧,브랜든 페레아",1031.0,416048.0,"미스터리,공포(호러)"
서치 2,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-02-22,미국,"니콜라스 D 존슨,윌 메릭","스톰 리드,켄 렁,다니엘 헤니,니아 롱",868.0,414598.0,"미스터리,스릴러"
리멤버,(주)에이스메이커무비웍스,2022-10-26,한국,이일형,"이성민,남주혁,박근형,정만식,윤제문,송영창,문창길,박병호,최민철,남문철,양현민,박세현,윤우,박서연,하도권,이승준,박민이,이서준,송유현,하영,김귀선,이창직,남민우,이우성,김우진,한사명,함희수,정순원,김훈만,정영섭,이재혁,조태일,박성현,공경배,황연희,설창희,권범택,남상지,윤기창,박진영,이지유,김율호,강충훈,권반석,구자건,정충구,김민체,배명진,윤세웅,백익남,최솔희,권민경,오유미,이승준,한창현,박충환,서동복,강춘성,배기림,김도경,전두현,김태웅,김성곤,한지호,반혜영,조현수,김해준,이우주,진범일,노희중,한명철,곽나연,백승환,김윤찬,이정철,최기상,김성하,박병관,송경아,박용복,황영수,강종성,김상동,김지현,채승혜,박혜영,정예서,이다정,서호준,김관수,문지현,홍인아,정상현,김홍파,김근영,정한빈",1189.0,412836.0,드라마
트롤: 밴드 투게더,유니버설픽쳐스인터내셔널 코리아(유),2023-12-20,미국,월트 도른,"안나 켄드릭,저스틴 팀버레이크,주이 디샤넬,에이미 슈머,앤드류 라넬스",845.0,407589.0,애니메이션
인시디어스: 빨간 문,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-07-19,미국,패트릭 윌슨,"패트릭 윌슨,타이 심킨스",758.0,401656.0,공포(호러)
싱글 인 서울,롯데컬처웍스(주)롯데엔터테인먼트,2023-11-29,한국,박범수,"이동욱,임수정,이솜,장현성,김지영,이미도,이상이,지이수,조영진,손지나,박슬기,한종훈,강인기,윤계상,조달환,정우영,김미수,류혜린,박유밀,한사명,송훈,윤대열,임우철,홍성덕,윤혜리,조민국,이태형,황대기,안희주,장래군,박병우,방예인,설찬미,한동희,이한종,구시연,이동건,오준혁,황기석,김예지",917.0,400681.0,"멜로/로맨스,코미디"
카운트,(주)씨제이이엔엠,2023-02-22,한국,권혁재,"진선규,김지창,성유빈,고창석,오나라,장동주,고규필,한태경,김욱인,이종화,최형태,추정훈,태인호,차순배,이준혁,이홍내,우정원,한철우,전승재,이일화,박성근,김한종,이윤희,전승재,임정민",946.0,398542.0,드라마
뽀로로 극장판 슈퍼스타 대모험,씨제이 씨지브이(CJ CGV)(주),2023-12-13,한국,"윤제완,김성민","이선,이미자,함수정,홍소영,정미숙,김서영,김환진,사문영,한신,심규혁,김율,황창영",850.0,387491.0,애니메이션
에브리씽 에브리웨어 올 앳 원스,워터홀컴퍼니(주),2022-10-12,미국,"다니엘 콴,다니엘 쉐이너트","양자경,스테파니 수,키 호이 콴,제이미 리 커티스",620.0,385617.0,"액션,코미디"
상견니,"오드,리바이브콘텐츠 주식회사,씨제이 씨지브이(CJ CGV)(주)",2023-01-25,대만,황천인,"가가연,허광한,시백우",699.0,384476.0,"드라마,판타지,멜로/로맨스"
도그데이즈,(주)씨제이이엔엠,2024-02-07,한국,김덕민,"윤여정,유해진,김윤진,정성화,김서형,다니엘 헤니,이현우,탕준상,윤채나,김고은",847.0,368095.0,드라마
더 넌 2,워너브러더스 코리아(주),2023-09-27,미국,마이클 차베즈,"타이사 파미가,보니 아론스,조나스 블로켓,안나 팝플웰",720.0,360743.0,공포(호러)
탄생,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",2022-11-30,한국,박흥식,"윤시윤,안성기,윤경호,이문식,이호원,이경영,신정근,송지연,하경,김광규,임현수,김승훈,박지훈,성혁,백지원,최무성,차청화,남다름,이준혁,강말금,김강우,정유미,강덕중,송길호,정준환,송훈,한창현,이문빈,고봉구,김동현,이승훈,조재룡,최윤우,한바다,김용태,이경훈,최로운,최민주,김형도,김나운,나기수,강두,박주연,장민영,김여준,공현지,이용이,김대종,이호영,이용헌,오현진,김성수,김재훈,신성용,고해성,전운종,김기현,김주헌,장용원,황수진,양정인,윤지애",690.0,356229.0,드라마
소풍,롯데컬처웍스(주)롯데엔터테인먼트,2024-02-07,한국,김용균,"나문희,김영옥,박근형,류승수,이항나,공상아,임지규,최선자,이용이,한태일,곽자형,정혜자,나호숙,차희,신예서,엄주연,이주미,황효은,나은미,허종오,장재용,조형우,성병숙",729.0,349974.0,드라마
인투 더 월드,유니버설픽쳐스인터내셔널 코리아(유),2024-01-10,미국,벤자민 레너,"엘리자베스 뱅크스,캐롤 케인,아콰피나,쿠마일 난지아니",839.0,348438.0,애니메이션
버즈 라이트이어,월트디즈니컴퍼니코리아 유한책임회사,2022-06-15,미국,앵거스 맥클레인,"크리스 에반스,타이카 와이티티,피터 손",844.0,344774.0,"애니메이션,액션,어드벤처"
웅남이,씨제이 씨지브이(CJ CGV)(주),2023-03-22,한국,박성광,"박성웅,최민수,오달수,염혜란,윤제문,이이경,백지혜,서동원,한다솔,정우성,안일권,김기천,변진수,최선자,양주호,곽민호,장덕출,김광식,김종구,노기홍,정규석,정기욱,고덕원,이서율,박강토,양동혁,오지영,설도희,김미성,이광훈,허진성,이성하,정현옥,전지학,유병선,김인석,이얀,하회정,한상경,전재현,강준규,김대근,곽기훈,문웅기,류한종,이민교,양해준,박건주,소계원,장두경,송인준,인선호,문기환,정우철,장효준,정유동,노일환,홍기주,서현우",829.0,314241.0,"코미디,액션"
거미집,(주)바른손이앤에이,2023-09-27,한국,김지운,"송강호,임수정,오정세,전여빈,정수정,박정수,장영남,정우성,엄태구,염혜란,김민재,김동영,김재건,장광,정인기,장남열,정기섭,김중희,김문학,조승구,이혜아,김홍국,이선우,조지승,조윤담,한서울,유민주,노아림,정미형,남지우,허영진,채하니",1058.0,313686.0,"코미디,드라마"
던전 앤 드래곤: 도적들의 명예,롯데컬처웍스(주)롯데엔터테인먼트,2023-03-29,미국,,"크리스 파인,미셸 로드리게즈,레게-장 페이지,저스티스 스미스,소피아 릴리스,휴 그랜트",1105.0,293760.0,"액션,어드벤처,판타지"
극장판 스파이 패밀리 코드 : 화이트,"(주)넥스트엔터테인먼트월드(NEW),(주)대교 미디어콘텐츠사업본부",2024-03-20,일본,카타기리 타카시,"에구치 타쿠야,타네자키 아츠미,하야미 사오리",917.0,282832.0,애니메이션
용감한 시민,(주)마인드마크,2023-10-25,한국,박진표,"신혜선,이준영,박정우,박혁권,차청화,손숙,이중옥,이찬형,동효희,남정우,장혜조,김경룡,김소희,김정호,김혜화,김동혁,이필라,하경민,이주미",887.0,267371.0,"액션,드라마"
화란,플러스엠 엔터테인먼트,2023-10-11,한국,김창훈,"홍사빈,송중기,김형서,정재광,유성주,박보경,김종수,서동갑,홍서백,정만식,김홍파,표동준,정용주,이종욱,박수영,유수정,노승우,서문호,이재한,강희제,이관민,조승연,김진우,김문학,박인규",976.0,264050.0,드라마
크리에이터,월트디즈니컴퍼니코리아 유한책임회사,2023-10-03,미국,가렛 에드워즈,"존 데이비드 워싱턴,젬마 찬",878.0,262823.0,"SF,액션"
옥수역귀신,(주)스마일이엔티,2023-04-19,"한국,일본",정용기,"김보라,서제광,김재현,신소율,김강일,김수진,김광현,김나윤,김은민,유채련,한희택,조연호,진대연,이종성,엄채윤,박노아,이수아,박세정,한여름,최호영,강지혜,현명한,소계원,김종원,이채훈,김수현,홍성민,황지후,김구택,장준휘,박재한,이원희",314.0,256520.0,"공포(호러),미스터리"
가필드 더 무비,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2024-05-15,미국,마크 딘달,"크리스 프랫,사무엘 L. 잭슨,니콜라스 홀트",873.0,254111.0,애니메이션
아임 히어로 더 파이널,"씨제이포디플렉스 주식회사,CGV ICECON",2023-03-01,한국,오윤동,임영웅,146.0,250702.0,"공연,다큐멘터리"
DC 리그 오브 슈퍼-펫,워너브러더스 코리아(주),2022-08-10,미국,"자레드 스턴,샘 레빈","드웨인 존슨,케빈 하트,키아누 리브스,존 크래신스키",585.0,248798.0,"애니메이션,액션,어드벤처"
데드맨,플러스엠 엔터테인먼트,2024-02-07,한국,하준원,"조진웅,김희애,이수경,권영주",800.0,238235.0,범죄
소울메이트,(주)넥스트엔터테인먼트월드(NEW),2023-03-15,한국,민용근,"김다미,전소니,변우석,장혜진,박충선,허지나,류지안,강말금,현봉식,이현균,오민애,정수지,김정현,박지연,박진수,이석형,박경은,임영주,조대희,어성욱,김동인,안현정,박정환,임정균,리우진,김나윤,채윤희,조수연,김미소,김남규,이종훈,곽진석,우정환,황우상,이광호,신치영,최교식,이강진,김기정,나규비,김환영,황자능,이정철,석예린,이류경,원서영,황지선,오채은,강민지,김동원,박성연,김새벽,이유진,김경애,박찬우",749.0,234885.0,드라마
극장판 헬로카봇: 수상한 마술단의 비밀,롯데컬처웍스(주)롯데엔터테인먼트,2022-09-28,한국,"최신규,이슬기,정승원","이지현,조경이,김용준,양정화,조경이,엄상현,홍범기,사문영,송준석,이정구,이장원,강시현,이현,원에스더",790.0,231236.0,애니메이션
메간,유니버설픽쳐스인터내셔널 코리아(유),2023-01-25,미국,제라드 존스톤,"앨리슨 윌리암스,바이올렛 맥그로우",704.0,230874.0,"공포(호러),스릴러,코미디"
아바타 리마스터링,월트디즈니컴퍼니코리아 유한책임회사,2022-09-21,미국,제임스 카메론,"샘 워싱턴,조 샐다나,시고니 위버,스티븐 랭",285.0,230712.0,"SF,어드벤처,액션,전쟁"
나폴레옹,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-12-06,미국,리들리 스콧,"호아킨 피닉스,바네사 커비",822.0,227978.0,"전쟁,드라마"
젠틀맨,플러스엠 엔터테인먼트,2022-12-28,한국,김경원,"정혜자,주지훈,박성웅,최성은,강홍석,이달,박혜은,권한솔,이서환,박지훈,표영서,장천,임성재,이현균,한사명,곽민규,김난희,송광주,김귀선,한으뜸,오아연,한동희,김은민,최희진,김승비,이화정,이훈경,마웅규,최창욱,송방호,이윤재,임종화,홍석빈,조석인,배성일,박형준,이용석,김연진,서태왕,나경철,안예은,유병선,여성환",751.0,224718.0,범죄
극장판 뽀로로와 친구들: 바이러스를 없애줘!,(주)넥스트엔터테인먼트월드(NEW),2022-12-01,한국,박영균,"이선,이미자,김현지,홍소영,정미숙,김서영,김환진,이호산,엄상현",380.0,216905.0,애니메이션
스턴트맨,유니버설픽쳐스인터내셔널 코리아(유),2024-05-01,미국,데이빗 레이치,"라이언 고슬링,에밀리 블런트,애론 테일러 존슨,윈스턴 듀크,스테파니 수,테레사 팔머",801.0,214121.0,"액션,코미디,멜로/로맨스"
바빌론,롯데컬처웍스(주)롯데엔터테인먼트,2023-02-01,미국,데이미언 셔젤,"브래드 피트,마고 로비,디에고 칼바,진 스마트,조반 아데포,리 준 리,토비 맥과이어",852.0,213635.0,드라마
원피스 필름 레드,(주)넥스트엔터테인먼트월드(NEW),2022-11-30,일본,타니구치 고로,,550.0,206770.0,애니메이션
베니스 유령 살인사건,월트디즈니컴퍼니코리아 유한책임회사,2023-09-13,미국,케네스 브래너,"케네스 브래너,양자경,제이미 도넌,티나 페이,주드 힐,켈리 라일리",876.0,205102.0,"범죄,미스터리,스릴러,공포(호러)"
브레드이발소: 셀럽 인 베이커리타운,롯데컬처웍스(주)롯데엔터테인먼트,2024-03-01,한국,정지환,"엄상현,박윤희,강시현,홍범기,김현욱,송하림,조경이,정주원,윤아영,김신우",342.0,201256.0,애니메이션
멍뭉이,(주)키다리스튜디오,2023-03-01,한국,김주환,"유연석,차태현",649.0,196529.0,드라마
킬링 로맨스,롯데컬처웍스(주)롯데엔터테인먼트,2023-04-14,한국,이원석,"이상진,이하늬,이선균,공명,배유람,심달기,최준규,신민재,주광현,강학수,서정식,김영현,황대기,윤세웅,최종윤,정윤하,이서이,김준,김원진,한상철,이은주,김상욱,김상욱,오윤수,조현진,심우성,홍기주,원진호,최민국,최민국,신용식,안정호,한지호,조청원,김재호,박상원,이순성,권정우,손수호,이유진,이주성,송지훈,송태완,조애리,이도영,정동현,손주영,유요한,손선아,곽정길,정지민,김윤숙,김춘기,곽장륜,진범일,조승원,차유주,박은철,정경천,임현정,모일영,진성현,한성관,임유진,심달기,최덕문,오정세",998.0,191650.0,코미디
톡 투 미,"주식회사 올랄라스토리,롯데컬처웍스(주)롯데시네마",2023-11-01,"호주,영국","대니 필리푸,마이클 필리푸",,604.0,186426.0,공포(호러)
헝거게임: 노래하는 새와 뱀의 발라드,(주)누리픽쳐스,2023-11-15,미국,프란시스 로렌스,"레이첼 지글러,톰 블라이스,헌터 샤퍼,비올라 데이비스,피터 딘클리지,제이슨 슈왈츠먼",986.0,185507.0,"액션,어드벤처,SF,스릴러"
오멘: 저주의 시작,월트디즈니컴퍼니코리아 유한책임회사,2024-04-03,미국,아르카샤 스티븐슨,"넬 타이거 프리,타우픽 바롬,소냐 브라가,랄프 이네슨,빌 나이",644.0,180695.0,공포(호러)
오펀: 천사의 탄생,메가박스중앙(주),2022-10-12,미국,윌리엄 브렌트 벨,"이사벨 퍼만,줄리아 스타일즈,로지프 서덜랜드",707.0,177880.0,"공포(호러),스릴러"
극장판 엄마 까투리: 도시로 간 까투리 가족,(주)넥스트엔터테인먼트월드(NEW),2022-09-08,한국,정길훈,"김서영,이윤희,김은아,전해리,이지현,양정화,홍범기,엄상현,이현,이명호",616.0,173896.0,애니메이션
퍼피 구조대: 더 마이티 무비,롯데컬처웍스(주)롯데엔터테인먼트,2023-10-06,미국,캘런 브런커,"정선혜,박지윤,신용우,문남숙,엄상현",566.0,172545.0,"애니메이션,어드벤처"
플라워 킬링 문,롯데컬처웍스(주)롯데엔터테인먼트,2023-10-19,미국,마틴 스코세이지,"레오나르도 디카프리오,로버트 드 니로",719.0,167914.0,"범죄,드라마"
가문의 영광: 리턴즈,(주)넥스트엔터테인먼트월드(NEW),2023-09-21,한국,"정태원,정용기","윤현민,유라,김수미,탁재훈,정준하,추성훈,고윤",823.0,167878.0,코미디
마루이 비디오,"씨제이 씨지브이(CJ CGV)(주),(주)케이티알파",2023-02-22,한국,윤준형,"서현우,조민경,임한성,안현빈,안민영,장세원,김승비,이옥봉,이익수,김학준,김우진,윤효진,황연희,나종기,김진혁,박은홍,서성광,이새로미,곽민준,황기석,허종오,이정철,황대중,안재만,김종대,백인우,강민지",284.0,165892.0,"미스터리,공포(호러)"
"포켓몬스터: 성도지방 이야기, 최종장",롯데컬처웍스(주)롯데엔터테인먼트,2024-05-01,일본,유야마 쿠니히코,,710.0,157102.0,애니메이션
가여운 것들,월트디즈니컴퍼니코리아 유한책임회사,2024-03-06,미국,요르고스 란티모스,"엠마 스톤,마크 러팔로,윌렘 데포",471.0,156105.0,"드라마,코미디,멜로/로맨스"
불릿 트레인,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-08-24,미국,데이빗 레이치,"브래드 피트,조이 킹,애론 테일러 존슨,브라이언 타이리 헨리,배드 버니",904.0,143620.0,액션
눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,메가박스중앙(주),2022-12-22,기타,알렉세이 트시칠린,,626.0,141354.0,애니메이션
극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,(주)넥스트엔터테인먼트월드(NEW),2023-09-28,일본,,,601.0,141025.0,애니메이션
아가일,유니버설픽쳐스인터내셔널 코리아(유),2024-02-07,미국,매튜 본,"헨리 카빌,브라이스 달라스 하워드,샘 록웰,브라이언 크랜스톤,캐서린 오하라,두아 리파,아리아나 데보스,존 시나,사무엘 L. 잭슨",841.0,140533.0,"액션,코미디"
